comment,sentiment
I feel kinda homesick,sadness
I continually feel trigger I sure people insensitive I selfish likely latter,joy
I stay short feel like need I anymore emotional drainage work I decide I need go home,sadness
I return feel rejuvenate exhaust,sadness
I still feel shaky I realize I feel intolerably hot time I may mention polar opposite I normally feel like,fear
I really understand feeling cause mixture bitter sour one even I get,anger
I really reason feel gloomy except fact try many thing work,sadness
I feel inspire get back indigo pot,joy
I feel wonderful I grateful support,joy
I think great must feel author create story popular come back story beginning,joy
I feel sympathetic narrator struggle low income life,love
I feelin cranky blog I feel still bit childish I already I know blog address something else,anger
I get thing I really need I feel good,joy
I come follow I draw blank call help I I feel fearful attack,fear
I feel agitated lately,anger
I want find essence substance feel scared empty disperse fragment etc,fear
I sing one feels content comfortable life comfortable christmas include general happiness eternity,joy
I feel like go easter holiday I even know least I hope day productive I,joy
I feel creative able think outside box bit go attempt adventurous eating plan week,joy
I feel rediculous petty yet justify,anger
I find life coach hundred people past year one main thing make hard make good decision feeling especially unpleasant one sadness rejection fear etc,sadness
I feel empty idk I come home early school,sadness
I feel weepy already,sadness
I feel intimidate go time fear happen,fear
I think negatively thing often feeling benign actually excited anticipation,joy
earth crake,fear
I feel brave go somewhere far afield like walk woodland around farm beach full day activity,joy
I feel even regretful I get go senior presentation,sadness
I feel invigorated I one,joy
I definitely feel nostalgic bit sad one favorite exhibition hall ocean life close,love
I feel brave lucky kind like heart break I fall love time,joy
I come away fill admiration inspire amy friend feel honoured share tiny part life,joy
I write share feeling family event useful product good food exciting trip kitchen endeavor well occasional musing,joy
I feeling go amazing artist like daddy uncle,joy
I feel wonderful monroe say upon launch company I incorporate,joy
I feel like keen idea,joy
I become comfortable remodel office I feel much gratitude wonderful amenity,joy
ill explain two simple technique use almost instantly feel relief ache pain,sadness
I feel still want together I I rebellious,anger
I remember feel humiliate people front seat car,sadness
I hope someday I position give I remember feel sympathetic sensitive,love
I even I feel crappy,sadness
I trouble come word describe way I feel I devoted,love
I wonderful family constantly lookout I make phone call I pr I I feel helpless folk I doer I always feel like I help,sadness
I feel carefree I use worry I tad,joy
I get ready feel stress general take toll milk supply I produce much,sadness
I enjoy large bold print I suppose odd I feel timid leopard,fear
I feel corner mouth curl triumphant grin,joy
I hallucinate instead I slowly continue along little path I feel needlessly violent overly happy,anger
I feel free create definition I believe rather follow prescribed path,joy
I range always give feel reluctant select spray anyone select expose variant,fear
I feel way get everyone dangerous path freedom,anger
I feel shamed insult,sadness
I really feel crappy even awesome week workout,sadness
I feel little dull,sadness
I feel bit weepy today,sadness
I check lyric I realize song talk get high dream supposedly inspire creativity make feel real good,joy
I feel determined offer possibility parent give I explore create path,joy
I love run I feel strong powerful totally control,joy
I find interesting supplement use without go gym make I feel liteheaded listless sick stomach I go gym purpose focus pound illicit incredible feeling laser focus perserverence,sadness
I feel pretty fantastic,joy
I go fish I really feel carefree I fish everyday,joy
I feel incredibly sarcastic right,anger
I feel little discouraged,sadness
I dunno feel completely happy real world teach I struggle I go thru nothing close struggle,joy
I see facebook right make I feel proud excited parent also sad baby little squirt go forever,joy
I sometimes feel like I strange world,fear
I write feeling appal,anger
I good day bad day bad day awful result constant trip bathroom lot pain bloat discomfort lot blood feel completely exhausted rundown,sadness
I feel pained see student school trip,sadness
I feel defeat low,sadness
I tired I feel weepy,sadness
I duno I feel I doom ther rest mi life,sadness
I feel like I take advantage top I really bother boyfriend sloppy behavior,anger
I feel learn animal amazing thing point wondrous creator,joy
I spill feeling tell every pathetic detail life,sadness
I feel cool seldom empty pale,joy
I refuse feel guilty,sadness
I feel little sorry bad,sadness
I outsider I never feel part I new make I feel disheartened,sadness
I lose dear friend maschke family want nothing I feel I unsavory mean cruel,sadness
I feel fine read rest,joy
I feel I could ever harm innocent girl way never I imagine dire consequence,joy
I take medication trigger I really point I stand I feel anymore I get past barrier medicine I afraid vomit,fear
loss close friend relative,sadness
I true I feel come understand I faithful girl rather,love
I know almost feel angry within I something tangible pragmatic help sister,anger
